24.01.2012 22:43:10;1,29851
24.01.2012 22:43:40;1,29854
24.01.2012 22:43:48;1,29855
24.01.2012 22:43:54;1,29862
24.01.2012 22:44:05;1,29840
24.01.2012 22:44:52;1,29848
24.01.2012 22:45:28;1,29875
24.01.2012 22:45:53;1,29887
24.01.2012 22:46:22;1,29881
24.01.2012 22:46:48;1,29873
24.01.2012 22:47:15;1,29874
24.01.2012 22:47:43;1,29870
24.01.2012 22:48:14;1,29870
24.01.2012 22:48:43;1,29876
24.01.2012 22:49:13;1,29870
24.01.2012 22:49:37;1,29879
24.01.2012 22:50:04;1,29871
24.01.2012 22:50:33;1,29872
24.01.2012 22:51:02;1,29858
24.01.2012 22:51:30;1,29840
24.01.2012 22:51:56;1,29833
24.01.2012 22:52:02;1,29832
24.01.2012 22:52:28;1,29824
24.01.2012 22:53:06;1,29831
24.01.2012 22:53:44;1,29841
24.01.2012 22:54:06;1,29870
24.01.2012 22:54:29;1,29865
24.01.2012 22:54:59;1,29864
24.01.2012 22:55:27;1,29865
24.01.2012 22:56:04;1,29851
24.01.2012 22:56:29;1,29858
24.01.2012 22:56:55;1,29841
24.01.2012 22:57:01;1,29839
24.01.2012 22:58:45;1,29824
24.01.2012 22:59:13;1,29807
24.01.2012 22:59:42;1,29788
24.01.2012 23:00:08;1,29801
24.01.2012 23:00:36;1,29817
24.01.2012 23:01:01;1,29820
24.01.2012 23:01:31;1,29823
24.01.2012 23:02:28;1,29823
24.01.2012 23:02:42;1,29813
24.01.2012 23:02:54;1,29812
24.01.2012 23:03:14;1,29797
24.01.2012 23:04:54;1,29772
24.01.2012 23:05:02;1,29769
24.01.2012 23:05:08;1,29761
24.01.2012 23:05:14;1,29763
24.01.2012 23:05:20;1,29763
24.01.2012 23:05:26;1,29769
24.01.2012 23:05:32;1,29757
24.01.2012 23:05:39;1,29747
24.01.2012 23:05:43;1,29750
24.01.2012 23:05:49;1,29752
24.01.2012 23:05:59;1,29747
24.01.2012 23:06:04;1,29755
24.01.2012 23:06:13;1,29763
24.01.2012 23:06:18;1,29774
24.01.2012 23:06:25;1,29782
24.01.2012 23:06:30;1,29781
24.01.2012 23:06:34;1,29785
24.01.2012 23:06:44;1,29789
24.01.2012 23:06:51;1,29794
24.01.2012 23:06:58;1,29793
24.01.2012 23:07:05;1,29782
24.01.2012 23:07:12;1,29782
24.01.2012 23:07:19;1,29782
24.01.2012 23:07:26;1,29784
24.01.2012 23:07:32;1,29783
24.01.2012 23:07:43;1,29779
24.01.2012 23:07:48;1,29784
24.01.2012 23:07:57;1,29794
24.01.2012 23:08:03;1,29794
24.01.2012 23:08:10;1,29803
24.01.2012 23:08:16;1,29805
24.01.2012 23:08:20;1,29794
24.01.2012 23:08:29;1,29805
24.01.2012 23:08:41;1,29811
24.01.2012 23:08:46;1,29815
24.01.2012 23:08:54;1,29818
24.01.2012 23:09:00;1,29793
24.01.2012 23:09:06;1,29802
24.01.2012 23:09:12;1,29814
24.01.2012 23:09:21;1,29816
24.01.2012 23:09:25;1,29815
24.01.2012 23:09:33;1,29814
24.01.2012 23:09:44;1,29806
24.01.2012 23:09:51;1,29810
24.01.2012 23:09:56;1,29811
24.01.2012 23:10:05;1,29806
24.01.2012 23:10:10;1,29814
24.01.2012 23:10:17;1,29833
24.01.2012 23:10:23;1,29841
24.01.2012 23:10:29;1,29851
24.01.2012 23:10:37;1,29852
24.01.2012 23:10:44;1,29864
24.01.2012 23:10:50;1,29874
24.01.2012 23:10:55;1,29871
24.01.2012 23:11:02;1,29868
24.01.2012 23:11:08;1,29867
24.01.2012 23:11:17;1,29867
24.01.2012 23:11:22;1,29872
24.01.2012 23:11:31;1,29862
24.01.2012 23:11:35;1,29860
24.01.2012 23:11:39;1,29861
24.01.2012 23:11:49;1,29861
24.01.2012 23:11:54;1,29861
24.01.2012 23:12:06;1,29846
24.01.2012 23:12:13;1,29840
24.01.2012 23:12:18;1,29830
24.01.2012 23:12:24;1,29835
24.01.2012 23:12:30;1,29840
24.01.2012 23:12:37;1,29850
24.01.2012 23:12:43;1,29845
24.01.2012 23:12:49;1,29847
24.01.2012 23:12:55;1,29843
24.01.2012 23:13:03;1,29854
24.01.2012 23:13:09;1,29861
24.01.2012 23:13:14;1,29854
24.01.2012 23:13:22;1,29852
24.01.2012 23:13:27;1,29854
24.01.2012 23:13:34;1,29865
24.01.2012 23:13:41;1,29864
24.01.2012 23:13:47;1,29874
24.01.2012 23:13:52;1,29870
24.01.2012 23:14:01;1,29863
24.01.2012 23:14:06;1,29855
24.01.2012 23:14:12;1,29846
24.01.2012 23:14:18;1,29854
24.01.2012 23:14:20;1,29853
24.01.2012 23:14:29;1,29852
24.01.2012 23:14:36;1,29852
24.01.2012 23:14:42;1,29855
24.01.2012 23:14:46;1,29854
24.01.2012 23:14:55;1,29865
24.01.2012 23:15:03;1,29867
24.01.2012 23:15:09;1,29874
24.01.2012 23:15:16;1,29868
24.01.2012 23:15:25;1,29861
24.01.2012 23:15:32;1,29853
24.01.2012 23:15:40;1,29863
24.01.2012 23:15:46;1,29862
24.01.2012 23:15:52;1,29861
24.01.2012 23:15:54;1,29860
24.01.2012 23:16:06;1,29842
24.01.2012 23:16:13;1,29839
24.01.2012 23:16:21;1,29842
24.01.2012 23:16:34;1,29867
24.01.2012 23:16:43;1,29873
24.01.2012 23:16:46;1,29863
24.01.2012 23:16:57;1,29873
24.01.2012 23:17:03;1,29874
24.01.2012 23:17:04;1,29874
24.01.2012 23:17:17;1,29872
24.01.2012 23:17:24;1,29867
24.01.2012 23:17:30;1,29869
24.01.2012 23:17:35;1,29871
24.01.2012 23:17:43;1,29874
24.01.2012 23:17:48;1,29873
24.01.2012 23:17:58;1,29873
24.01.2012 23:18:06;1,29872
24.01.2012 23:18:12;1,29875
24.01.2012 23:18:16;1,29873
24.01.2012 23:18:28;1,29869
24.01.2012 23:18:35;1,29867
24.01.2012 23:18:44;1,29857
24.01.2012 23:18:50;1,29859
24.01.2012 23:18:53;1,29855
24.01.2012 23:18:53;1,29855
24.01.2012 23:19:08;1,29859
24.01.2012 23:19:12;1,29873
24.01.2012 23:19:24;1,29864
24.01.2012 23:19:31;1,29851
24.01.2012 23:19:39;1,29853
24.01.2012 23:19:46;1,29854
24.01.2012 23:19:52;1,29860
24.01.2012 23:19:59;1,29853
24.01.2012 23:20:04;1,29852
24.01.2012 23:20:10;1,29852
24.01.2012 23:20:19;1,29864
24.01.2012 23:20:27;1,29872
24.01.2012 23:20:34;1,29862
24.01.2012 23:20:38;1,29862
24.01.2012 23:20:48;1,29853
24.01.2012 23:20:56;1,29854
24.01.2012 23:21:00;1,29852
24.01.2012 23:21:10;1,29861
24.01.2012 23:21:16;1,29859
24.01.2012 23:21:20;1,29861
24.01.2012 23:21:29;1,29871
24.01.2012 23:21:36;1,29886
24.01.2012 23:21:41;1,29892
24.01.2012 23:21:49;1,29914
24.01.2012 23:21:57;1,29919
24.01.2012 23:22:05;1,29923
24.01.2012 23:22:11;1,29924
24.01.2012 23:22:17;1,29920
24.01.2012 23:22:23;1,29932
24.01.2012 23:22:30;1,29942
24.01.2012 23:22:36;1,29979
24.01.2012 23:22:42;1,29973
24.01.2012 23:22:48;1,29972
24.01.2012 23:22:55;1,29968
24.01.2012 23:23:03;1,29950
24.01.2012 23:23:09;1,29952
24.01.2012 23:23:15;1,29956
24.01.2012 23:23:21;1,29950
24.01.2012 23:23:29;1,29952
24.01.2012 23:23:42;1,29966
24.01.2012 23:23:49;1,29972
24.01.2012 23:23:54;1,29971
24.01.2012 23:23:57;1,29969
24.01.2012 23:24:10;1,29963
24.01.2012 23:24:11;1,29962
24.01.2012 23:24:22;1,29973
24.01.2012 23:24:29;1,29976
24.01.2012 23:24:34;1,29983
24.01.2012 23:24:39;1,29974
24.01.2012 23:24:46;1,29963
24.01.2012 23:24:52;1,29964
24.01.2012 23:24:58;1,29961
24.01.2012 23:25:04;1,29974
24.01.2012 23:25:09;1,29974
24.01.2012 23:25:14;1,29981
24.01.2012 23:25:24;1,29984
24.01.2012 23:25:29;1,29979
24.01.2012 23:25:35;1,29972
24.01.2012 23:25:41;1,29967
24.01.2012 23:25:48;1,29977
24.01.2012 23:25:54;1,30003
24.01.2012 23:26:01;1,30009
24.01.2012 23:26:09;1,30009
24.01.2012 23:26:15;1,30002
24.01.2012 23:26:22;1,30010
24.01.2012 23:26:27;1,30002
24.01.2012 23:26:34;1,30021
24.01.2012 23:26:40;1,30048
24.01.2012 23:26:46;1,30026
24.01.2012 23:26:52;1,30020
24.01.2012 23:27:00;1,30019
24.01.2012 23:27:12;1,30015
24.01.2012 23:27:20;1,30009
24.01.2012 23:27:24;1,30007
24.01.2012 23:27:34;1,30019
24.01.2012 23:27:40;1,30013
24.01.2012 23:27:46;1,30020
24.01.2012 23:27:52;1,30016
24.01.2012 23:27:54;1,30015
24.01.2012 23:28:04;1,30018
24.01.2012 23:28:14;1,30001
24.01.2012 23:28:20;1,30000
24.01.2012 23:28:29;1,29999
24.01.2012 23:28:36;1,30001
24.01.2012 23:28:42;1,30011
24.01.2012 23:28:48;1,30011
24.01.2012 23:28:57;1,30009
24.01.2012 23:29:04;1,29992
24.01.2012 23:29:10;1,29991
24.01.2012 23:29:15;1,29995
24.01.2012 23:29:25;1,29995
24.01.2012 23:29:33;1,29990
24.01.2012 23:29:39;1,29998
24.01.2012 23:29:44;1,29994
24.01.2012 23:29:50;1,29999
24.01.2012 23:29:59;1,29992
24.01.2012 23:30:07;1,30002
24.01.2012 23:30:13;1,30001
24.01.2012 23:30:20;1,30003
24.01.2012 23:30:27;1,30001
24.01.2012 23:30:32;1,30010
24.01.2012 23:30:39;1,30018
24.01.2012 23:30:40;1,30020
24.01.2012 23:30:40;1,30020
24.01.2012 23:30:59;1,30031
24.01.2012 23:31:05;1,30038
24.01.2012 23:31:11;1,30037
24.01.2012 23:31:16;1,30039
24.01.2012 23:31:24;1,30040
24.01.2012 23:31:32;1,30040
24.01.2012 23:31:37;1,30033
24.01.2012 23:31:44;1,30029
24.01.2012 23:31:44;1,30028
24.01.2012 23:31:55;1,30038
24.01.2012 23:32:04;1,30061
24.01.2012 23:32:10;1,30055
24.01.2012 23:32:16;1,30062
24.01.2012 23:32:22;1,30060
24.01.2012 23:32:27;1,30041
24.01.2012 23:32:35;1,30042
24.01.2012 23:32:40;1,30033
24.01.2012 23:32:47;1,30032
24.01.2012 23:32:53;1,30027
24.01.2012 23:33:00;1,30030
24.01.2012 23:33:09;1,30039
24.01.2012 23:33:16;1,30023
24.01.2012 23:33:22;1,30026
24.01.2012 23:33:29;1,30024
24.01.2012 23:33:36;1,30030
24.01.2012 23:33:42;1,30030
24.01.2012 23:33:50;1,30037
24.01.2012 23:33:57;1,30037
24.01.2012 23:34:03;1,30026
24.01.2012 23:34:11;1,30025
24.01.2012 23:34:15;1,30024
24.01.2012 23:34:23;1,30027
24.01.2012 23:34:27;1,30040
24.01.2012 23:34:34;1,30040
24.01.2012 23:34:40;1,30042
24.01.2012 23:53:14;1,29988
24.01.2012 23:53:43;1,30006
24.01.2012 23:53:49;1,30012
25.01.2012 02:17:26;1,30260
25.01.2012 02:17:45;1,30260
25.01.2012 02:17:54;1,30258
25.01.2012 02:20:24;1,30249
25.01.2012 02:21:15;1,30244
25.01.2012 02:21:28;1,30238
25.01.2012 02:21:35;1,30238
25.01.2012 02:21:42;1,30235
25.01.2012 02:21:51;1,30235
25.01.2012 02:21:56;1,30234
25.01.2012 02:22:02;1,30234
25.01.2012 02:22:08;1,30236
25.01.2012 02:22:24;1,30242
25.01.2012 02:22:30;1,30233
25.01.2012 02:22:35;1,30235
25.01.2012 02:22:46;1,30241
25.01.2012 02:22:46;1,30241
25.01.2012 02:22:59;1,30240
25.01.2012 02:23:06;1,30239
25.01.2012 02:23:11;1,30240
25.01.2012 02:23:11;1,30240
25.01.2012 02:23:23;1,30248
25.01.2012 02:23:31;1,30247
25.01.2012 02:23:39;1,30250
25.01.2012 02:23:48;1,30250
25.01.2012 02:23:52;1,30247
25.01.2012 02:23:59;1,30244
25.01.2012 02:24:06;1,30244
25.01.2012 02:24:15;1,30244
25.01.2012 02:24:22;1,30247
25.01.2012 02:24:24;1,30249
25.01.2012 02:24:32;1,30244
25.01.2012 02:24:42;1,30242
25.01.2012 02:24:48;1,30248
25.01.2012 02:24:52;1,30248
25.01.2012 02:25:01;1,30243
25.01.2012 02:25:10;1,30242
25.01.2012 02:25:10;1,30242
25.01.2012 02:25:23;1,30242
25.01.2012 02:25:29;1,30244
25.01.2012 02:25:35;1,30242
25.01.2012 02:25:42;1,30244
25.01.2012 02:25:49;1,30242
25.01.2012 02:25:56;1,30242
25.01.2012 02:26:03;1,30249
25.01.2012 02:26:13;1,30249
25.01.2012 02:26:16;1,30249
25.01.2012 02:26:22;1,30250
25.01.2012 02:26:36;1,30242
25.01.2012 02:26:36;1,30245
25.01.2012 02:26:47;1,30244
25.01.2012 02:26:52;1,30245
25.01.2012 02:26:55;1,30249
25.01.2012 02:27:03;1,30250
25.01.2012 02:27:03;1,30250
25.01.2012 02:27:20;1,30250
25.01.2012 02:27:27;1,30249
25.01.2012 02:27:29;1,30250
25.01.2012 02:27:40;1,30250
25.01.2012 02:27:45;1,30250
25.01.2012 02:27:45;1,30250
25.01.2012 02:27:45;1,30250
25.01.2012 02:28:09;1,30248
25.01.2012 02:28:13;1,30249
25.01.2012 02:28:22;1,30250
25.01.2012 02:28:25;1,30249
25.01.2012 02:28:36;1,30251
25.01.2012 02:28:43;1,30250
25.01.2012 02:28:47;1,30250
25.01.2012 02:28:56;1,30249
25.01.2012 02:29:05;1,30242
25.01.2012 02:29:09;1,30244
25.01.2012 02:29:17;1,30245
25.01.2012 02:29:17;1,30245
25.01.2012 02:29:29;1,30241
25.01.2012 02:29:35;1,30243
25.01.2012 02:29:45;1,30241
25.01.2012 02:29:52;1,30242
25.01.2012 02:30:01;1,30244
25.01.2012 02:30:07;1,30239
25.01.2012 02:30:07;1,30239
25.01.2012 02:30:16;1,30240
25.01.2012 02:30:54;1,30231
25.01.2012 02:32:03;1,30228
25.01.2012 02:32:03;1,30228
25.01.2012 02:32:18;1,30222
25.01.2012 02:32:27;1,30223
25.01.2012 02:32:32;1,30231
25.01.2012 02:32:40;1,30230
25.01.2012 02:33:19;1,30228
25.01.2012 02:33:30;1,30229
25.01.2012 02:33:35;1,30231
25.01.2012 02:33:35;1,30231
25.01.2012 02:33:35;1,30231
25.01.2012 02:34:04;1,30230
25.01.2012 02:34:08;1,30231
25.01.2012 02:34:08;1,30231
25.01.2012 02:34:27;1,30240
25.01.2012 02:34:27;1,30240
25.01.2012 02:34:54;1,30240
25.01.2012 02:35:05;1,30238
25.01.2012 02:36:34;1,30248
25.01.2012 02:36:46;1,30247
25.01.2012 02:36:55;1,30247
25.01.2012 02:36:55;1,30247
25.01.2012 02:37:07;1,30245
25.01.2012 02:37:16;1,30239
25.01.2012 02:37:21;1,30240
25.01.2012 02:37:29;1,30240
25.01.2012 02:37:35;1,30241
25.01.2012 02:37:45;1,30240
25.01.2012 02:37:52;1,30240
25.01.2012 02:37:57;1,30247
25.01.2012 02:37:57;1,30247
25.01.2012 02:38:07;1,30246
25.01.2012 02:38:07;1,30246
25.01.2012 02:38:23;1,30239
25.01.2012 02:38:29;1,30243
25.01.2012 02:38:39;1,30238
25.01.2012 02:38:46;1,30239
25.01.2012 02:38:46;1,30239
25.01.2012 02:38:59;1,30241
25.01.2012 02:38:59;1,30241
25.01.2012 02:39:13;1,30242
25.01.2012 02:39:22;1,30237
25.01.2012 02:39:27;1,30232
25.01.2012 02:39:35;1,30236
25.01.2012 02:39:39;1,30235
25.01.2012 02:39:49;1,30233
25.01.2012 02:39:54;1,30238
25.01.2012 02:40:04;1,30250
25.01.2012 02:40:09;1,30250
25.01.2012 02:40:17;1,30248
25.01.2012 02:40:21;1,30248
25.01.2012 02:40:30;1,30258
25.01.2012 02:40:34;1,30257
25.01.2012 02:40:34;1,30257
25.01.2012 02:40:51;1,30252
25.01.2012 02:40:56;1,30259
25.01.2012 02:41:03;1,30257
25.01.2012 02:41:08;1,30258
25.01.2012 02:41:17;1,30255
25.01.2012 02:41:27;1,30255
25.01.2012 02:41:34;1,30254
25.01.2012 02:41:34;1,30254
25.01.2012 02:41:44;1,30259
25.01.2012 02:41:44;1,30259
25.01.2012 02:42:00;1,30254
25.01.2012 02:42:07;1,30250
25.01.2012 02:42:12;1,30249
25.01.2012 02:42:14;1,30248
25.01.2012 02:42:24;1,30249
25.01.2012 02:42:24;1,30249
25.01.2012 02:42:24;1,30249
25.01.2012 02:42:24;1,30249
25.01.2012 02:42:48;1,30248
25.01.2012 02:42:48;1,30248
25.01.2012 02:43:04;1,30248
25.01.2012 02:43:16;1,30249
25.01.2012 02:43:24;1,30250
25.01.2012 02:43:30;1,30249
25.01.2012 02:43:35;1,30244
25.01.2012 02:43:43;1,30248
25.01.2012 02:43:52;1,30236
25.01.2012 02:43:59;1,30245
25.01.2012 02:44:08;1,30237
25.01.2012 02:44:17;1,30237
25.01.2012 02:44:23;1,30231
25.01.2012 02:44:27;1,30233
25.01.2012 02:44:37;1,30238
25.01.2012 02:44:37;1,30238
25.01.2012 02:44:53;1,30238
25.01.2012 02:45:00;1,30240
25.01.2012 02:45:06;1,30242
25.01.2012 02:45:13;1,30233
25.01.2012 02:45:20;1,30227
25.01.2012 02:45:28;1,30241
25.01.2012 02:45:30;1,30239
25.01.2012 02:45:39;1,30238
25.01.2012 02:45:48;1,30230
25.01.2012 02:45:55;1,30229
25.01.2012 02:46:01;1,30230
25.01.2012 02:46:10;1,30229
25.01.2012 02:46:19;1,30226
25.01.2012 02:46:24;1,30227
25.01.2012 02:46:32;1,30225
25.01.2012 02:46:39;1,30225
25.01.2012 02:46:47;1,30224
25.01.2012 02:46:53;1,30233
25.01.2012 02:47:00;1,30231
25.01.2012 02:47:05;1,30233
25.01.2012 02:47:11;1,30231
25.01.2012 02:47:20;1,30232
25.01.2012 02:47:28;1,30232
25.01.2012 02:47:35;1,30232
25.01.2012 02:47:37;1,30233
25.01.2012 02:47:37;1,30233
25.01.2012 02:47:50;1,30232
25.01.2012 02:47:50;1,30232
25.01.2012 02:48:07;1,30231
25.01.2012 02:48:16;1,30232
25.01.2012 02:48:23;1,30232
25.01.2012 02:48:30;1,30231
25.01.2012 02:48:38;1,30229
25.01.2012 02:48:38;1,30229
25.01.2012 02:48:38;1,30229
25.01.2012 02:48:38;1,30229
25.01.2012 02:49:04;1,30224
25.01.2012 02:49:06;1,30221
